,DATE,TB3MS,month
934,11/1/2011,0.01,11/2011
935,12/1/2011,0.01,12/2011
936,1/1/2012,0.03,01/2012
937,2/1/2012,0.09,02/2012
938,3/1/2012,0.08,03/2012
939,4/1/2012,0.08,04/2012
940,5/1/2012,0.09,05/2012
941,6/1/2012,0.09,06/2012
942,7/1/2012,0.1,07/2012
943,8/1/2012,0.1,08/2012
944,9/1/2012,0.11,09/2012
945,10/1/2012,0.1,10/2012
946,11/1/2012,0.09,11/2012
947,12/1/2012,0.07,12/2012
948,1/1/2013,0.07,01/2013
949,2/1/2013,0.1,02/2013
950,3/1/2013,0.09,03/2013
951,4/1/2013,0.06,04/2013
952,5/1/2013,0.04,05/2013
953,6/1/2013,0.05,06/2013
954,7/1/2013,0.04,07/2013
955,8/1/2013,0.04,08/2013
956,9/1/2013,0.02,09/2013
957,10/1/2013,0.05,10/2013
958,11/1/2013,0.07,11/2013
959,12/1/2013,0.07,12/2013
960,1/1/2014,0.04,01/2014
961,2/1/2014,0.05,02/2014
962,3/1/2014,0.05,03/2014
963,4/1/2014,0.03,04/2014
964,5/1/2014,0.03,05/2014
965,6/1/2014,0.04,06/2014
966,7/1/2014,0.03,07/2014
967,8/1/2014,0.03,08/2014
968,9/1/2014,0.02,09/2014
969,10/1/2014,0.02,10/2014
970,11/1/2014,0.02,11/2014
971,12/1/2014,0.03,12/2014
972,1/1/2015,0.03,01/2015
973,2/1/2015,0.02,02/2015
974,3/1/2015,0.03,03/2015
975,4/1/2015,0.02,04/2015
976,5/1/2015,0.02,05/2015
977,6/1/2015,0.02,06/2015
978,7/1/2015,0.03,07/2015
979,8/1/2015,0.07,08/2015
980,9/1/2015,0.02,09/2015
981,10/1/2015,0.02,10/2015
982,11/1/2015,0.12,11/2015
983,12/1/2015,0.23,12/2015
984,1/1/2016,0.26,01/2016
985,2/1/2016,0.31,02/2016
986,3/1/2016,0.29,03/2016
987,4/1/2016,0.23,04/2016
988,5/1/2016,0.27,05/2016
989,6/1/2016,0.27,06/2016
990,7/1/2016,0.3,07/2016
991,8/1/2016,0.3,08/2016
992,9/1/2016,0.29,09/2016
993,10/1/2016,0.33,10/2016
994,11/1/2016,0.45,11/2016
995,12/1/2016,0.51,12/2016
996,1/1/2017,0.51,01/2017
997,2/1/2017,0.52,02/2017
998,3/1/2017,0.74,03/2017
999,4/1/2017,0.8,04/2017
1000,5/1/2017,0.89,05/2017
1001,6/1/2017,0.98,06/2017
1002,7/1/2017,1.07,07/2017
1003,8/1/2017,1.01,08/2017
1004,9/1/2017,1.03,09/2017
1005,10/1/2017,1.07,10/2017
1006,11/1/2017,1.23,11/2017
1007,12/1/2017,1.32,12/2017
1008,1/1/2018,1.41,01/2018
1009,2/1/2018,1.57,02/2018
1010,3/1/2018,1.7,03/2018
1011,4/1/2018,1.76,04/2018
1012,5/1/2018,1.86,05/2018
1013,6/1/2018,1.9,06/2018
1014,7/1/2018,1.96,07/2018
1015,8/1/2018,2.03,08/2018
1016,9/1/2018,2.13,09/2018
1017,10/1/2018,2.25,10/2018
1018,11/1/2018,2.33,11/2018
1019,12/1/2018,2.37,12/2018
1020,1/1/2019,2.37,01/2019
1021,2/1/2019,2.39,02/2019
1022,3/1/2019,2.4,03/2019
1023,4/1/2019,2.38,04/2019
1024,5/1/2019,2.35,05/2019
1025,6/1/2019,2.17,06/2019
1026,7/1/2019,2.1,07/2019
1027,8/1/2019,1.95,08/2019
1028,9/1/2019,1.89,09/2019
1029,10/1/2019,1.65,10/2019
1030,11/1/2019,1.54,11/2019
1031,12/1/2019,1.54,12/2019
1032,1/1/2020,1.52,01/2020
1033,2/1/2020,1.52,02/2020
1034,3/1/2020,0.29,03/2020
1035,4/1/2020,0.14,04/2020
1036,5/1/2020,0.13,05/2020
1037,6/1/2020,0.16,06/2020
1038,7/1/2020,0.13,07/2020
1039,8/1/2020,0.1,08/2020
1040,9/1/2020,0.11,09/2020
1041,10/1/2020,0.1,10/2020
1042,11/1/2020,0.09,11/2020
1043,12/1/2020,0.09,12/2020
1044,1/1/2021,0.08,01/2021
1045,2/1/2021,0.04,02/2021
1046,3/1/2021,0.03,03/2021
1047,4/1/2021,0.02,04/2021
1048,5/1/2021,0.02,05/2021
1049,6/1/2021,0.04,06/2021
1050,7/1/2021,0.05,07/2021
1051,8/1/2021,0.05,08/2021
1052,9/1/2021,0.04,09/2021
1053,10/1/2021,0.05,10/2021
1054,11/1/2021,0.05,11/2021
1055,12/1/2021,0.06,12/2021
1056,1/1/2022,0.15,01/2022
1057,2/1/2022,0.33,02/2022
1058,3/1/2022,0.44,03/2022
1059,4/1/2022,0.76,04/2022
1060,5/1/2022,0.98,05/2022
1061,6/1/2022,1.49,06/2022
1062,7/1/2022,2.23,07/2022
1063,8/1/2022,2.63,08/2022
1064,9/1/2022,3.13,09/2022
1065,10/1/2022,3.72,10/2022
1066,11/1/2022,4.15,11/2022
1067,12/1/2022,4.25,12/2022
1068,1/1/2023,4.54,01/2023
1069,2/1/2023,4.65,02/2023
1070,3/1/2023,4.69,03/2023
1071,4/1/2023,4.92,04/2023
1072,5/1/2023,5.14,05/2023
1073,6/1/2023,5.16,06/2023
1074,7/1/2023,5.25,07/2023
1075,8/1/2023,5.3,08/2023
1076,9/1/2023,5.32,09/2023
