,DATE,SP500,month,number
541,11/24/2020,3635.41,2020-11-24,3635.41
542,11/25/2020,3629.65,2020-11-25,3629.65
543,11/26/2020,,2020-11-26,
544,11/27/2020,3638.35,2020-11-27,3638.35
545,11/30/2020,3621.63,2020-11-30,3621.63
546,12/1/2020,3662.45,2020-12-01,3662.45
547,12/2/2020,3669.01,2020-12-02,3669.01
548,12/3/2020,3666.72,2020-12-03,3666.72
549,12/4/2020,3699.12,2020-12-04,3699.12
550,12/7/2020,3691.96,2020-12-07,3691.96
551,12/8/2020,3702.25,2020-12-08,3702.25
552,12/9/2020,3672.82,2020-12-09,3672.82
553,12/10/2020,3668.1,2020-12-10,3668.1
554,12/11/2020,3663.46,2020-12-11,3663.46
555,12/14/2020,3647.49,2020-12-14,3647.49
556,12/15/2020,3694.62,2020-12-15,3694.62
557,12/16/2020,3701.17,2020-12-16,3701.17
558,12/17/2020,3722.48,2020-12-17,3722.48
559,12/18/2020,3709.41,2020-12-18,3709.41
560,12/21/2020,3694.92,2020-12-21,3694.92
561,12/22/2020,3687.26,2020-12-22,3687.26
562,12/23/2020,3690.01,2020-12-23,3690.01
563,12/24/2020,3703.06,2020-12-24,3703.06
564,12/25/2020,,2020-12-25,
565,12/28/2020,3735.36,2020-12-28,3735.36
566,12/29/2020,3727.04,2020-12-29,3727.04
567,12/30/2020,3732.04,2020-12-30,3732.04
568,12/31/2020,3756.07,2020-12-31,3756.07
569,1/1/2021,,2021-01-01,
570,1/4/2021,3700.65,2021-01-04,3700.65
571,1/5/2021,3726.86,2021-01-05,3726.86
572,1/6/2021,3748.14,2021-01-06,3748.14
573,1/7/2021,3803.79,2021-01-07,3803.79
574,1/8/2021,3824.68,2021-01-08,3824.68
575,1/11/2021,3799.61,2021-01-11,3799.61
576,1/12/2021,3801.19,2021-01-12,3801.19
577,1/13/2021,3809.84,2021-01-13,3809.84
578,1/14/2021,3795.54,2021-01-14,3795.54
579,1/15/2021,3768.25,2021-01-15,3768.25
580,1/18/2021,,2021-01-18,
581,1/19/2021,3798.91,2021-01-19,3798.91
582,1/20/2021,3851.85,2021-01-20,3851.85
583,1/21/2021,3853.07,2021-01-21,3853.07
584,1/22/2021,3841.47,2021-01-22,3841.47
585,1/25/2021,3855.36,2021-01-25,3855.36
586,1/26/2021,3849.62,2021-01-26,3849.62
587,1/27/2021,3750.77,2021-01-27,3750.77
588,1/28/2021,3787.38,2021-01-28,3787.38
589,1/29/2021,3714.24,2021-01-29,3714.24
590,2/1/2021,3773.86,2021-02-01,3773.86
591,2/2/2021,3826.31,2021-02-02,3826.31
592,2/3/2021,3830.17,2021-02-03,3830.17
593,2/4/2021,3871.74,2021-02-04,3871.74
594,2/5/2021,3886.83,2021-02-05,3886.83
595,2/8/2021,3915.59,2021-02-08,3915.59
596,2/9/2021,3911.23,2021-02-09,3911.23
597,2/10/2021,3909.88,2021-02-10,3909.88
598,2/11/2021,3916.38,2021-02-11,3916.38
599,2/12/2021,3934.83,2021-02-12,3934.83
600,2/15/2021,,2021-02-15,
601,2/16/2021,3932.59,2021-02-16,3932.59
602,2/17/2021,3931.33,2021-02-17,3931.33
603,2/18/2021,3913.97,2021-02-18,3913.97
604,2/19/2021,3906.71,2021-02-19,3906.71
605,2/22/2021,3876.5,2021-02-22,3876.5
606,2/23/2021,3881.37,2021-02-23,3881.37
607,2/24/2021,3925.43,2021-02-24,3925.43
608,2/25/2021,3829.34,2021-02-25,3829.34
609,2/26/2021,3811.15,2021-02-26,3811.15
610,3/1/2021,3901.82,2021-03-01,3901.82
611,3/2/2021,3870.29,2021-03-02,3870.29
612,3/3/2021,3819.72,2021-03-03,3819.72
613,3/4/2021,3768.47,2021-03-04,3768.47
614,3/5/2021,3841.94,2021-03-05,3841.94
615,3/8/2021,3821.35,2021-03-08,3821.35
616,3/9/2021,3875.44,2021-03-09,3875.44
617,3/10/2021,3898.81,2021-03-10,3898.81
618,3/11/2021,3939.34,2021-03-11,3939.34
619,3/12/2021,3943.34,2021-03-12,3943.34
620,3/15/2021,3968.94,2021-03-15,3968.94
621,3/16/2021,3962.71,2021-03-16,3962.71
622,3/17/2021,3974.12,2021-03-17,3974.12
623,3/18/2021,3915.46,2021-03-18,3915.46
624,3/19/2021,3913.1,2021-03-19,3913.1
625,3/22/2021,3940.59,2021-03-22,3940.59
626,3/23/2021,3910.52,2021-03-23,3910.52
627,3/24/2021,3889.14,2021-03-24,3889.14
628,3/25/2021,3909.52,2021-03-25,3909.52
629,3/26/2021,3974.54,2021-03-26,3974.54
630,3/29/2021,3971.09,2021-03-29,3971.09
631,3/30/2021,3958.55,2021-03-30,3958.55
632,3/31/2021,3972.89,2021-03-31,3972.89
633,4/1/2021,4019.87,2021-04-01,4019.87
634,4/2/2021,,2021-04-02,
635,4/5/2021,4077.91,2021-04-05,4077.91
636,4/6/2021,4073.94,2021-04-06,4073.94
637,4/7/2021,4079.95,2021-04-07,4079.95
638,4/8/2021,4097.17,2021-04-08,4097.17
639,4/9/2021,4128.8,2021-04-09,4128.8
640,4/12/2021,4127.99,2021-04-12,4127.99
641,4/13/2021,4141.59,2021-04-13,4141.59
642,4/14/2021,4124.66,2021-04-14,4124.66
643,4/15/2021,4170.42,2021-04-15,4170.42
644,4/16/2021,4185.47,2021-04-16,4185.47
645,4/19/2021,4163.26,2021-04-19,4163.26
646,4/20/2021,4134.94,2021-04-20,4134.94
647,4/21/2021,4173.42,2021-04-21,4173.42
648,4/22/2021,4134.98,2021-04-22,4134.98
649,4/23/2021,4180.17,2021-04-23,4180.17
650,4/26/2021,4187.62,2021-04-26,4187.62
651,4/27/2021,4186.72,2021-04-27,4186.72
652,4/28/2021,4183.18,2021-04-28,4183.18
653,4/29/2021,4211.47,2021-04-29,4211.47
654,4/30/2021,4181.17,2021-04-30,4181.17
655,5/3/2021,4192.66,2021-05-03,4192.66
656,5/4/2021,4164.66,2021-05-04,4164.66
657,5/5/2021,4167.59,2021-05-05,4167.59
658,5/6/2021,4201.62,2021-05-06,4201.62
659,5/7/2021,4232.6,2021-05-07,4232.6
660,5/10/2021,4188.43,2021-05-10,4188.43
661,5/11/2021,4152.1,2021-05-11,4152.1
662,5/12/2021,4063.04,2021-05-12,4063.04
663,5/13/2021,4112.5,2021-05-13,4112.5
664,5/14/2021,4173.85,2021-05-14,4173.85
665,5/17/2021,4163.29,2021-05-17,4163.29
666,5/18/2021,4127.83,2021-05-18,4127.83
667,5/19/2021,4115.68,2021-05-19,4115.68
668,5/20/2021,4159.12,2021-05-20,4159.12
669,5/21/2021,4155.86,2021-05-21,4155.86
670,5/24/2021,4197.05,2021-05-24,4197.05
671,5/25/2021,4188.13,2021-05-25,4188.13
672,5/26/2021,4195.99,2021-05-26,4195.99
673,5/27/2021,4200.88,2021-05-27,4200.88
674,5/28/2021,4204.11,2021-05-28,4204.11
675,5/31/2021,,2021-05-31,
676,6/1/2021,4202.04,2021-06-01,4202.04
677,6/2/2021,4208.12,2021-06-02,4208.12
678,6/3/2021,4192.85,2021-06-03,4192.85
679,6/4/2021,4229.89,2021-06-04,4229.89
680,6/7/2021,4226.52,2021-06-07,4226.52
681,6/8/2021,4227.26,2021-06-08,4227.26
682,6/9/2021,4219.55,2021-06-09,4219.55
683,6/10/2021,4239.18,2021-06-10,4239.18
684,6/11/2021,4247.44,2021-06-11,4247.44
685,6/14/2021,4255.15,2021-06-14,4255.15
686,6/15/2021,4246.59,2021-06-15,4246.59
687,6/16/2021,4223.7,2021-06-16,4223.7
688,6/17/2021,4221.86,2021-06-17,4221.86
689,6/18/2021,4166.45,2021-06-18,4166.45
690,6/21/2021,4224.79,2021-06-21,4224.79
691,6/22/2021,4246.44,2021-06-22,4246.44
692,6/23/2021,4241.84,2021-06-23,4241.84
693,6/24/2021,4266.49,2021-06-24,4266.49
694,6/25/2021,4280.7,2021-06-25,4280.7
695,6/28/2021,4290.61,2021-06-28,4290.61
696,6/29/2021,4291.8,2021-06-29,4291.8
697,6/30/2021,4297.5,2021-06-30,4297.5
698,7/1/2021,4319.94,2021-07-01,4319.94
699,7/2/2021,4352.34,2021-07-02,4352.34
700,7/5/2021,,2021-07-05,
701,7/6/2021,4343.54,2021-07-06,4343.54
702,7/7/2021,4358.13,2021-07-07,4358.13
703,7/8/2021,4320.82,2021-07-08,4320.82
704,7/9/2021,4369.55,2021-07-09,4369.55
705,7/12/2021,4384.63,2021-07-12,4384.63
706,7/13/2021,4369.21,2021-07-13,4369.21
707,7/14/2021,4374.3,2021-07-14,4374.3
708,7/15/2021,4360.03,2021-07-15,4360.03
709,7/16/2021,4327.16,2021-07-16,4327.16
710,7/19/2021,4258.49,2021-07-19,4258.49
711,7/20/2021,4323.06,2021-07-20,4323.06
712,7/21/2021,4358.69,2021-07-21,4358.69
713,7/22/2021,4367.48,2021-07-22,4367.48
714,7/23/2021,4411.79,2021-07-23,4411.79
715,7/26/2021,4422.3,2021-07-26,4422.3
716,7/27/2021,4401.46,2021-07-27,4401.46
717,7/28/2021,4400.64,2021-07-28,4400.64
718,7/29/2021,4419.15,2021-07-29,4419.15
719,7/30/2021,4395.26,2021-07-30,4395.26
720,8/2/2021,4387.16,2021-08-02,4387.16
721,8/3/2021,4423.15,2021-08-03,4423.15
722,8/4/2021,4402.66,2021-08-04,4402.66
723,8/5/2021,4429.1,2021-08-05,4429.1
724,8/6/2021,4436.52,2021-08-06,4436.52
725,8/9/2021,4432.35,2021-08-09,4432.35
726,8/10/2021,4436.75,2021-08-10,4436.75
727,8/11/2021,4447.7,2021-08-11,4447.7
728,8/12/2021,4460.83,2021-08-12,4460.83
729,8/13/2021,4468.0,2021-08-13,4468.0
730,8/16/2021,4479.71,2021-08-16,4479.71
731,8/17/2021,4448.08,2021-08-17,4448.08
732,8/18/2021,4400.27,2021-08-18,4400.27
733,8/19/2021,4405.8,2021-08-19,4405.8
734,8/20/2021,4441.67,2021-08-20,4441.67
735,8/23/2021,4479.53,2021-08-23,4479.53
736,8/24/2021,4486.23,2021-08-24,4486.23
737,8/25/2021,4496.19,2021-08-25,4496.19
738,8/26/2021,4470.0,2021-08-26,4470.0
739,8/27/2021,4509.37,2021-08-27,4509.37
740,8/30/2021,4528.79,2021-08-30,4528.79
741,8/31/2021,4522.68,2021-08-31,4522.68
742,9/1/2021,4524.09,2021-09-01,4524.09
743,9/2/2021,4536.95,2021-09-02,4536.95
744,9/3/2021,4535.43,2021-09-03,4535.43
745,9/6/2021,,2021-09-06,
746,9/7/2021,4520.03,2021-09-07,4520.03
747,9/8/2021,4514.07,2021-09-08,4514.07
748,9/9/2021,4493.28,2021-09-09,4493.28
749,9/10/2021,4458.58,2021-09-10,4458.58
750,9/13/2021,4468.73,2021-09-13,4468.73
751,9/14/2021,4443.05,2021-09-14,4443.05
752,9/15/2021,4480.7,2021-09-15,4480.7
753,9/16/2021,4473.75,2021-09-16,4473.75
754,9/17/2021,4432.99,2021-09-17,4432.99
755,9/20/2021,4357.73,2021-09-20,4357.73
756,9/21/2021,4354.19,2021-09-21,4354.19
757,9/22/2021,4395.64,2021-09-22,4395.64
758,9/23/2021,4448.98,2021-09-23,4448.98
759,9/24/2021,4455.48,2021-09-24,4455.48
760,9/27/2021,4443.11,2021-09-27,4443.11
761,9/28/2021,4352.63,2021-09-28,4352.63
762,9/29/2021,4359.46,2021-09-29,4359.46
763,9/30/2021,4307.54,2021-09-30,4307.54
764,10/1/2021,4357.04,2021-10-01,4357.04
765,10/4/2021,4300.46,2021-10-04,4300.46
766,10/5/2021,4345.72,2021-10-05,4345.72
767,10/6/2021,4363.55,2021-10-06,4363.55
768,10/7/2021,4399.76,2021-10-07,4399.76
769,10/8/2021,4391.34,2021-10-08,4391.34
770,10/11/2021,4361.19,2021-10-11,4361.19
771,10/12/2021,4350.65,2021-10-12,4350.65
772,10/13/2021,4363.8,2021-10-13,4363.8
773,10/14/2021,4438.26,2021-10-14,4438.26
774,10/15/2021,4471.37,2021-10-15,4471.37
775,10/18/2021,4486.46,2021-10-18,4486.46
776,10/19/2021,4519.63,2021-10-19,4519.63
777,10/20/2021,4536.19,2021-10-20,4536.19
778,10/21/2021,4549.78,2021-10-21,4549.78
779,10/22/2021,4544.9,2021-10-22,4544.9
780,10/25/2021,4566.48,2021-10-25,4566.48
781,10/26/2021,4574.79,2021-10-26,4574.79
782,10/27/2021,4551.68,2021-10-27,4551.68
783,10/28/2021,4596.42,2021-10-28,4596.42
784,10/29/2021,4605.38,2021-10-29,4605.38
785,11/1/2021,4613.67,2021-11-01,4613.67
786,11/2/2021,4630.65,2021-11-02,4630.65
787,11/3/2021,4660.57,2021-11-03,4660.57
788,11/4/2021,4680.06,2021-11-04,4680.06
789,11/5/2021,4697.53,2021-11-05,4697.53
790,11/8/2021,4701.7,2021-11-08,4701.7
791,11/9/2021,4685.25,2021-11-09,4685.25
792,11/10/2021,4646.71,2021-11-10,4646.71
793,11/11/2021,4649.27,2021-11-11,4649.27
794,11/12/2021,4682.85,2021-11-12,4682.85
795,11/15/2021,4682.8,2021-11-15,4682.8
796,11/16/2021,4700.9,2021-11-16,4700.9
797,11/17/2021,4688.67,2021-11-17,4688.67
798,11/18/2021,4704.54,2021-11-18,4704.54
799,11/19/2021,4697.96,2021-11-19,4697.96
800,11/22/2021,4682.94,2021-11-22,4682.94
801,11/23/2021,4690.7,2021-11-23,4690.7
802,11/24/2021,4701.46,2021-11-24,4701.46
803,11/25/2021,,2021-11-25,
804,11/26/2021,4594.62,2021-11-26,4594.62
805,11/29/2021,4655.27,2021-11-29,4655.27
806,11/30/2021,4567.0,2021-11-30,4567.0
807,12/1/2021,4513.04,2021-12-01,4513.04
808,12/2/2021,4577.1,2021-12-02,4577.1
809,12/3/2021,4538.43,2021-12-03,4538.43
810,12/6/2021,4591.67,2021-12-06,4591.67
811,12/7/2021,4686.75,2021-12-07,4686.75
812,12/8/2021,4701.21,2021-12-08,4701.21
813,12/9/2021,4667.45,2021-12-09,4667.45
814,12/10/2021,4712.02,2021-12-10,4712.02
815,12/13/2021,4668.97,2021-12-13,4668.97
816,12/14/2021,4634.09,2021-12-14,4634.09
817,12/15/2021,4709.85,2021-12-15,4709.85
818,12/16/2021,4668.67,2021-12-16,4668.67
819,12/17/2021,4620.64,2021-12-17,4620.64
820,12/20/2021,4568.02,2021-12-20,4568.02
821,12/21/2021,4649.23,2021-12-21,4649.23
822,12/22/2021,4696.56,2021-12-22,4696.56
823,12/23/2021,4725.79,2021-12-23,4725.79
824,12/24/2021,,2021-12-24,
825,12/27/2021,4791.19,2021-12-27,4791.19
826,12/28/2021,4786.35,2021-12-28,4786.35
827,12/29/2021,4793.06,2021-12-29,4793.06
828,12/30/2021,4778.73,2021-12-30,4778.73
829,12/31/2021,4766.18,2021-12-31,4766.18
830,1/3/2022,4796.56,2022-01-03,4796.56
831,1/4/2022,4793.54,2022-01-04,4793.54
832,1/5/2022,4700.58,2022-01-05,4700.58
833,1/6/2022,4696.05,2022-01-06,4696.05
834,1/7/2022,4677.03,2022-01-07,4677.03
835,1/10/2022,4670.29,2022-01-10,4670.29
836,1/11/2022,4713.07,2022-01-11,4713.07
837,1/12/2022,4726.35,2022-01-12,4726.35
838,1/13/2022,4659.03,2022-01-13,4659.03
839,1/14/2022,4662.85,2022-01-14,4662.85
840,1/17/2022,,2022-01-17,
841,1/18/2022,4577.11,2022-01-18,4577.11
842,1/19/2022,4532.76,2022-01-19,4532.76
843,1/20/2022,4482.73,2022-01-20,4482.73
844,1/21/2022,4397.94,2022-01-21,4397.94
845,1/24/2022,4410.13,2022-01-24,4410.13
846,1/25/2022,4356.45,2022-01-25,4356.45
847,1/26/2022,4349.93,2022-01-26,4349.93
848,1/27/2022,4326.51,2022-01-27,4326.51
849,1/28/2022,4431.85,2022-01-28,4431.85
850,1/31/2022,4515.55,2022-01-31,4515.55
851,2/1/2022,4546.54,2022-02-01,4546.54
852,2/2/2022,4589.38,2022-02-02,4589.38
853,2/3/2022,4477.44,2022-02-03,4477.44
854,2/4/2022,4500.53,2022-02-04,4500.53
855,2/7/2022,4483.87,2022-02-07,4483.87
856,2/8/2022,4521.54,2022-02-08,4521.54
857,2/9/2022,4587.18,2022-02-09,4587.18
858,2/10/2022,4504.08,2022-02-10,4504.08
859,2/11/2022,4418.64,2022-02-11,4418.64
860,2/14/2022,4401.67,2022-02-14,4401.67
861,2/15/2022,4471.07,2022-02-15,4471.07
862,2/16/2022,4475.01,2022-02-16,4475.01
863,2/17/2022,4380.26,2022-02-17,4380.26
864,2/18/2022,4348.87,2022-02-18,4348.87
865,2/21/2022,,2022-02-21,
866,2/22/2022,4304.76,2022-02-22,4304.76
867,2/23/2022,4225.5,2022-02-23,4225.5
868,2/24/2022,4288.7,2022-02-24,4288.7
869,2/25/2022,4384.65,2022-02-25,4384.65
870,2/28/2022,4373.94,2022-02-28,4373.94
871,3/1/2022,4306.26,2022-03-01,4306.26
872,3/2/2022,4386.54,2022-03-02,4386.54
873,3/3/2022,4363.49,2022-03-03,4363.49
874,3/4/2022,4328.87,2022-03-04,4328.87
875,3/7/2022,4201.09,2022-03-07,4201.09
876,3/8/2022,4170.7,2022-03-08,4170.7
877,3/9/2022,4277.88,2022-03-09,4277.88
878,3/10/2022,4259.52,2022-03-10,4259.52
879,3/11/2022,4204.31,2022-03-11,4204.31
880,3/14/2022,4173.11,2022-03-14,4173.11
881,3/15/2022,4262.45,2022-03-15,4262.45
882,3/16/2022,4357.86,2022-03-16,4357.86
883,3/17/2022,4411.67,2022-03-17,4411.67
884,3/18/2022,4463.12,2022-03-18,4463.12
885,3/21/2022,4461.18,2022-03-21,4461.18
886,3/22/2022,4511.61,2022-03-22,4511.61
887,3/23/2022,4456.24,2022-03-23,4456.24
888,3/24/2022,4520.16,2022-03-24,4520.16
889,3/25/2022,4543.06,2022-03-25,4543.06
890,3/28/2022,4575.52,2022-03-28,4575.52
891,3/29/2022,4631.6,2022-03-29,4631.6
892,3/30/2022,4602.45,2022-03-30,4602.45
893,3/31/2022,4530.41,2022-03-31,4530.41
894,4/1/2022,4545.86,2022-04-01,4545.86
895,4/4/2022,4582.64,2022-04-04,4582.64
896,4/5/2022,4525.12,2022-04-05,4525.12
897,4/6/2022,4481.15,2022-04-06,4481.15
898,4/7/2022,4500.21,2022-04-07,4500.21
899,4/8/2022,4488.28,2022-04-08,4488.28
900,4/11/2022,4412.53,2022-04-11,4412.53
901,4/12/2022,4397.45,2022-04-12,4397.45
902,4/13/2022,4446.59,2022-04-13,4446.59
903,4/14/2022,4392.59,2022-04-14,4392.59
904,4/15/2022,,2022-04-15,
905,4/18/2022,4391.69,2022-04-18,4391.69
906,4/19/2022,4462.21,2022-04-19,4462.21
907,4/20/2022,4459.45,2022-04-20,4459.45
908,4/21/2022,4393.66,2022-04-21,4393.66
909,4/22/2022,4271.78,2022-04-22,4271.78
910,4/25/2022,4296.12,2022-04-25,4296.12
911,4/26/2022,4175.2,2022-04-26,4175.2
912,4/27/2022,4183.96,2022-04-27,4183.96
913,4/28/2022,4287.5,2022-04-28,4287.5
914,4/29/2022,4131.93,2022-04-29,4131.93
915,5/2/2022,4155.38,2022-05-02,4155.38
916,5/3/2022,4175.48,2022-05-03,4175.48
917,5/4/2022,4300.17,2022-05-04,4300.17
918,5/5/2022,4146.87,2022-05-05,4146.87
919,5/6/2022,4123.34,2022-05-06,4123.34
920,5/9/2022,3991.24,2022-05-09,3991.24
921,5/10/2022,4001.05,2022-05-10,4001.05
922,5/11/2022,3935.18,2022-05-11,3935.18
923,5/12/2022,3930.08,2022-05-12,3930.08
924,5/13/2022,4023.89,2022-05-13,4023.89
925,5/16/2022,4008.01,2022-05-16,4008.01
926,5/17/2022,4088.85,2022-05-17,4088.85
927,5/18/2022,3923.68,2022-05-18,3923.68
928,5/19/2022,3900.79,2022-05-19,3900.79
929,5/20/2022,3901.36,2022-05-20,3901.36
930,5/23/2022,3973.75,2022-05-23,3973.75
931,5/24/2022,3941.48,2022-05-24,3941.48
932,5/25/2022,3978.73,2022-05-25,3978.73
933,5/26/2022,4057.84,2022-05-26,4057.84
934,5/27/2022,4158.24,2022-05-27,4158.24
935,5/30/2022,,2022-05-30,
936,5/31/2022,4132.15,2022-05-31,4132.15
937,6/1/2022,4101.23,2022-06-01,4101.23
938,6/2/2022,4176.82,2022-06-02,4176.82
939,6/3/2022,4108.54,2022-06-03,4108.54
940,6/6/2022,4121.43,2022-06-06,4121.43
941,6/7/2022,4160.68,2022-06-07,4160.68
942,6/8/2022,4115.77,2022-06-08,4115.77
943,6/9/2022,4017.82,2022-06-09,4017.82
944,6/10/2022,3900.86,2022-06-10,3900.86
945,6/13/2022,3749.63,2022-06-13,3749.63
946,6/14/2022,3735.48,2022-06-14,3735.48
947,6/15/2022,3789.99,2022-06-15,3789.99
948,6/16/2022,3666.77,2022-06-16,3666.77
949,6/17/2022,3674.84,2022-06-17,3674.84
950,6/20/2022,,2022-06-20,
951,6/21/2022,3764.79,2022-06-21,3764.79
952,6/22/2022,3759.89,2022-06-22,3759.89
953,6/23/2022,3795.73,2022-06-23,3795.73
954,6/24/2022,3911.74,2022-06-24,3911.74
955,6/27/2022,3900.11,2022-06-27,3900.11
956,6/28/2022,3821.55,2022-06-28,3821.55
957,6/29/2022,3818.83,2022-06-29,3818.83
958,6/30/2022,3785.38,2022-06-30,3785.38
959,7/1/2022,3825.33,2022-07-01,3825.33
960,7/4/2022,,2022-07-04,
961,7/5/2022,3831.39,2022-07-05,3831.39
962,7/6/2022,3845.08,2022-07-06,3845.08
963,7/7/2022,3902.62,2022-07-07,3902.62
964,7/8/2022,3899.38,2022-07-08,3899.38
965,7/11/2022,3854.43,2022-07-11,3854.43
966,7/12/2022,3818.8,2022-07-12,3818.8
967,7/13/2022,3801.78,2022-07-13,3801.78
968,7/14/2022,3790.38,2022-07-14,3790.38
969,7/15/2022,3863.16,2022-07-15,3863.16
970,7/18/2022,3830.85,2022-07-18,3830.85
971,7/19/2022,3936.69,2022-07-19,3936.69
972,7/20/2022,3959.9,2022-07-20,3959.9
973,7/21/2022,3998.95,2022-07-21,3998.95
974,7/22/2022,3961.63,2022-07-22,3961.63
975,7/25/2022,3966.84,2022-07-25,3966.84
976,7/26/2022,3921.05,2022-07-26,3921.05
977,7/27/2022,4023.61,2022-07-27,4023.61
978,7/28/2022,4072.43,2022-07-28,4072.43
979,7/29/2022,4130.29,2022-07-29,4130.29
980,8/1/2022,4118.63,2022-08-01,4118.63
981,8/2/2022,4091.19,2022-08-02,4091.19
982,8/3/2022,4155.17,2022-08-03,4155.17
983,8/4/2022,4151.94,2022-08-04,4151.94
984,8/5/2022,4145.19,2022-08-05,4145.19
985,8/8/2022,4140.06,2022-08-08,4140.06
986,8/9/2022,4122.47,2022-08-09,4122.47
987,8/10/2022,4210.24,2022-08-10,4210.24
988,8/11/2022,4207.27,2022-08-11,4207.27
989,8/12/2022,4280.15,2022-08-12,4280.15
990,8/15/2022,4297.14,2022-08-15,4297.14
991,8/16/2022,4305.2,2022-08-16,4305.2
992,8/17/2022,4274.04,2022-08-17,4274.04
993,8/18/2022,4283.74,2022-08-18,4283.74
994,8/19/2022,4228.48,2022-08-19,4228.48
995,8/22/2022,4137.99,2022-08-22,4137.99
996,8/23/2022,4128.73,2022-08-23,4128.73
997,8/24/2022,4140.77,2022-08-24,4140.77
998,8/25/2022,4199.12,2022-08-25,4199.12
999,8/26/2022,4057.66,2022-08-26,4057.66
1000,8/29/2022,4030.61,2022-08-29,4030.61
1001,8/30/2022,3986.16,2022-08-30,3986.16
1002,8/31/2022,3955.0,2022-08-31,3955.0
1003,9/1/2022,3966.85,2022-09-01,3966.85
1004,9/2/2022,3924.26,2022-09-02,3924.26
1005,9/5/2022,,2022-09-05,
1006,9/6/2022,3908.19,2022-09-06,3908.19
1007,9/7/2022,3979.87,2022-09-07,3979.87
1008,9/8/2022,4006.18,2022-09-08,4006.18
1009,9/9/2022,4067.36,2022-09-09,4067.36
1010,9/12/2022,4110.41,2022-09-12,4110.41
1011,9/13/2022,3932.69,2022-09-13,3932.69
1012,9/14/2022,3946.01,2022-09-14,3946.01
1013,9/15/2022,3901.35,2022-09-15,3901.35
1014,9/16/2022,3873.33,2022-09-16,3873.33
1015,9/19/2022,3899.89,2022-09-19,3899.89
1016,9/20/2022,3855.93,2022-09-20,3855.93
1017,9/21/2022,3789.93,2022-09-21,3789.93
1018,9/22/2022,3757.99,2022-09-22,3757.99
1019,9/23/2022,3693.23,2022-09-23,3693.23
1020,9/26/2022,3655.04,2022-09-26,3655.04
1021,9/27/2022,3647.29,2022-09-27,3647.29
1022,9/28/2022,3719.04,2022-09-28,3719.04
1023,9/29/2022,3640.47,2022-09-29,3640.47
1024,9/30/2022,3585.62,2022-09-30,3585.62
1025,10/3/2022,3678.43,2022-10-03,3678.43
1026,10/4/2022,3790.93,2022-10-04,3790.93
1027,10/5/2022,3783.28,2022-10-05,3783.28
1028,10/6/2022,3744.52,2022-10-06,3744.52
1029,10/7/2022,3639.66,2022-10-07,3639.66
1030,10/10/2022,3612.39,2022-10-10,3612.39
1031,10/11/2022,3588.84,2022-10-11,3588.84
1032,10/12/2022,3577.03,2022-10-12,3577.03
1033,10/13/2022,3669.91,2022-10-13,3669.91
1034,10/14/2022,3583.07,2022-10-14,3583.07
1035,10/17/2022,3677.95,2022-10-17,3677.95
1036,10/18/2022,3719.98,2022-10-18,3719.98
1037,10/19/2022,3695.16,2022-10-19,3695.16
1038,10/20/2022,3665.78,2022-10-20,3665.78
1039,10/21/2022,3752.75,2022-10-21,3752.75
1040,10/24/2022,3797.34,2022-10-24,3797.34
1041,10/25/2022,3859.11,2022-10-25,3859.11
1042,10/26/2022,3830.6,2022-10-26,3830.6
1043,10/27/2022,3807.3,2022-10-27,3807.3
1044,10/28/2022,3901.06,2022-10-28,3901.06
1045,10/31/2022,3871.98,2022-10-31,3871.98
1046,11/1/2022,3856.1,2022-11-01,3856.1
1047,11/2/2022,3759.69,2022-11-02,3759.69
1048,11/3/2022,3719.89,2022-11-03,3719.89
1049,11/4/2022,3770.55,2022-11-04,3770.55
1050,11/7/2022,3806.8,2022-11-07,3806.8
1051,11/8/2022,3828.11,2022-11-08,3828.11
1052,11/9/2022,3748.57,2022-11-09,3748.57
1053,11/10/2022,3956.37,2022-11-10,3956.37
1054,11/11/2022,3992.93,2022-11-11,3992.93
1055,11/14/2022,3957.25,2022-11-14,3957.25
1056,11/15/2022,3991.73,2022-11-15,3991.73
1057,11/16/2022,3958.79,2022-11-16,3958.79
1058,11/17/2022,3946.56,2022-11-17,3946.56
1059,11/18/2022,3965.34,2022-11-18,3965.34
1060,11/21/2022,3949.94,2022-11-21,3949.94
1061,11/22/2022,4003.58,2022-11-22,4003.58
1062,11/23/2022,4027.26,2022-11-23,4027.26
1063,11/24/2022,,2022-11-24,
1064,11/25/2022,4026.12,2022-11-25,4026.12
1065,11/28/2022,3963.94,2022-11-28,3963.94
1066,11/29/2022,3957.63,2022-11-29,3957.63
1067,11/30/2022,4080.11,2022-11-30,4080.11
1068,12/1/2022,4076.57,2022-12-01,4076.57
1069,12/2/2022,4071.7,2022-12-02,4071.7
1070,12/5/2022,3998.84,2022-12-05,3998.84
1071,12/6/2022,3941.26,2022-12-06,3941.26
1072,12/7/2022,3933.92,2022-12-07,3933.92
1073,12/8/2022,3963.51,2022-12-08,3963.51
1074,12/9/2022,3934.38,2022-12-09,3934.38
1075,12/12/2022,3990.56,2022-12-12,3990.56
1076,12/13/2022,4019.65,2022-12-13,4019.65
1077,12/14/2022,3995.32,2022-12-14,3995.32
1078,12/15/2022,3895.75,2022-12-15,3895.75
1079,12/16/2022,3852.36,2022-12-16,3852.36
1080,12/19/2022,3817.66,2022-12-19,3817.66
